condition,RT
congruent,0.5110625863362851
neutral,0.6417899698271065
incongruent,0.734212575436454
incongruent,0.547150476931379
neutral,0.6011155139251982
neutral,0.9320649257517989
congruent,0.42219490746243804
incongruent,0.6671505167748022
incongruent,0.9656484789344286
incongruent,1.0646285059494518
congruent,0.48637416212957507
incongruent,0.6428627795666538
incongruent,0.8911446244528833
neutral,0.8851611738998237
congruent,0.6206625998243638
congruent,0.6377194982889561
congruent,0.5405694944450461
congruent,0.35717430160788244
incongruent,0.6576188232185973
neutral,0.7900569500163243
neutral,0.9205707360962792
congruent,1.0771275417725166
incongruent,0.73064390392392
incongruent,0.8290723466973389
neutral,0.6077772839092905
incongruent,0.7821072326600096
neutral,0.2704954177052443
incongruent,0.14323424020225467
neutral,0.8041923690142657
incongruent,0.852634187658867
congruent,0.46344446844975495
congruent,0.9673864214426309
incongruent,0.5359418733356105
incongruent,0.9634345438603532
congruent,0.4166134704706981
neutral,0.9538582886172877
incongruent,0.6034310810667856
congruent,0.9161622642469773
incongruent,0.8154822131845189
congruent,0.8793592723283774
neutral,0.727948186076091
congruent,0.821689250799986
congruent,0.5293830026515458
incongruent,0.5081013492350125
congruent,0.5811426657806559
incongruent,0.7640900880661272
neutral,1.0627032686596578
incongruent,1.3640985819189873
congruent,0.5978869273795531
congruent,0.860960832499754
congruent,0.7163583644258378
congruent,0.6758626724425131
incongruent,0.5451155878696059
incongruent,0.7748292641988074
congruent,0.7100446033423559
incongruent,0.8523755093055472
neutral,0.937832048115621
neutral,0.4189983383808029
neutral,0.8857728553429873
congruent,0.5562689208810667
neutral,0.8372893570977258
incongruent,0.6404023156255173
neutral,0.7472140696179548
incongruent,0.7714877858938215
incongruent,0.6920803678805268
neutral,0.6512691849176766
congruent,0.7674781230850406
neutral,0.6116535077863507
incongruent,0.7452258866700588
incongruent,1.0370193489637214
congruent,0.8760744763469308
congruent,0.6395857343816194
congruent,0.8653620935888261
incongruent,0.8490686633904694
congruent,0.8519086679201164
neutral,1.136622513917767
congruent,0.5919726015741642
incongruent,0.6677687588538949
incongruent,1.1183456030616201
congruent,0.5649218510826389
neutral,0.5215760466843218
neutral,0.3296756810101673
incongruent,0.8478406659382903
neutral,0.7319692781779942
incongruent,0.97993065103741
congruent,0.8240769613493069
neutral,0.7830654007601558
neutral,0.540476009377359
congruent,0.8595392411051669
neutral,0.7065585073211562
neutral,0.8219301338629661
incongruent,0.6431813044338135
incongruent,0.7918357747143541
congruent,0.6703711587273526
incongruent,1.2741054684953734
congruent,0.22539260799394584
incongruent,1.0827209399940738
congruent,0.2174708819549247
incongruent,0.9418479741750853
incongruent,0.5376815275933032
congruent,0.5514148448016305
incongruent,1.1823524653882596
congruent,0.5399156391445641
incongruent,0.7418588310543279
congruent,0.5052934457283341
neutral,1.0269006009872896
incongruent,0.9180891825025271
neutral,0.6173555710661374
congruent,0.8573306452118012
incongruent,0.7349272312445309
incongruent,0.7949007177373677
incongruent,0.6554810261565845
congruent,0.8823131235131831
neutral,0.5546308235404434
incongruent,0.5051722656770566
neutral,0.6142727706818969
neutral,0.5483318615003273
neutral,0.7789741759325353
neutral,0.7876348592915815
congruent,0.41504920630487135
neutral,0.25809946258386485
incongruent,0.6537585139813799
neutral,0.47754649203104205
congruent,0.5173090861593638
congruent,0.6408969672101956
incongruent,0.763867603886306
incongruent,0.3096066739697378
neutral,0.6858566097248349
congruent,0.6369947096183894
congruent,0.5229929968053464
congruent,0.525706488688352
incongruent,0.6558963771779589
incongruent,0.6950758895490362
congruent,0.3976555456115006
neutral,0.7460557550057907
neutral,0.8785892292459323
neutral,0.4349397034770381
incongruent,0.505940200476531
neutral,0.6925765319340038
neutral,0.4607237729594218
congruent,0.6722294178820857
neutral,0.763418298304015
incongruent,0.6307761478472511
congruent,0.4609456092811398
congruent,0.6091151661161012
congruent,0.4028273565311684
incongruent,0.8201284923201262
neutral,0.5749845111835279
neutral,0.8474805179190604
neutral,1.0220751745512053
congruent,0.682422885947303
congruent,1.0748212484235151
congruent,1.208464385001672
incongruent,0.6820472815631222
neutral,0.8212488920993444
incongruent,0.8134907712574112
incongruent,0.5463139578287107
congruent,0.5880156375207191
neutral,0.5095535782521028
congruent,0.7518627756361189
neutral,0.6582886025187829
incongruent,0.6522149404278308
incongruent,0.2777488219124979
congruent,0.408324003992381
incongruent,0.9697568914523926
incongruent,0.6918441992301398
incongruent,0.5897218814320956
incongruent,0.6380015504551755
congruent,0.4515023158555187
neutral,0.5266344172340344
incongruent,1.1990866561530515
congruent,0.9139855640921748
congruent,0.7328290606556039
neutral,0.6701429462298911
neutral,1.2692254784497443
neutral,0.7860493445890971
congruent,0.7781735247727399
incongruent,0.7740082170949681
incongruent,0.9635053410755443
incongruent,0.9161780189673923
congruent,0.9999324924720372
incongruent,0.615765709270779
congruent,0.9775857563719095
congruent,0.4425191285699793
incongruent,0.9713179820983391
neutral,0.35732893404315946
incongruent,0.7775902354596141
incongruent,0.8151930016184911
congruent,0.4718592905849452
incongruent,0.4146993849307358
neutral,0.6607782272655564
incongruent,0.5326849880977975
congruent,0.6340711330847147
incongruent,0.8839013031731975
congruent,0.6752147722018526
neutral,0.1765289945325584
congruent,0.4447317850966209
incongruent,1.0417533658163753
incongruent,0.7013307228890562
incongruent,0.5611387216060814
neutral,0.7361901722603095
incongruent,0.5249468753501239
incongruent,0.7370390511546853
neutral,0.5133822623704907
congruent,0.7476721596581917
neutral,0.7456285062499166
neutral,0.5769404984924777
incongruent,1.107793871521803
incongruent,0.8167797323777644
congruent,0.7334007223216947
incongruent,0.8545611663464787
congruent,0.8168737820698904
congruent,0.43718016844296453
congruent,0.6962433391734464
incongruent,0.9132706934606076
incongruent,0.8856435171815661
congruent,0.4875262620598194
congruent,0.4541145728290117
congruent,0.1337388715371135
neutral,0.8551873048048162
incongruent,0.6890608405312745
neutral,0.995078610736938
incongruent,0.745857783023376
congruent,0.7252087323652991
neutral,0.9870203105519717
neutral,1.0314869528772708
neutral,0.48212751626444467
neutral,0.47628742050472284
neutral,0.8115546180328951
incongruent,0.6385647099393826
incongruent,0.8850166762543323
congruent,0.8471841805065724
neutral,0.605817184083111
congruent,0.3223695306913464
incongruent,0.8786879247855577
incongruent,0.8251255340659404
neutral,0.8188202053371703
neutral,0.7275739458620419
incongruent,0.7804818166677622
congruent,0.7709317028532131
congruent,0.866832406399036
neutral,0.6413646926603314
congruent,0.5199296982927324
neutral,1.2191329067390928
neutral,0.6997518556856756
congruent,0.9677549819424243
congruent,0.8550140041423218
congruent,0.7010035005453252
incongruent,0.9626127131204469
incongruent,0.5690215760236215
congruent,0.652137700152512
incongruent,0.9474742131158868
congruent,0.8052361325528173
incongruent,0.19558943340864537
congruent,0.8693239889618782
congruent,0.693668635162459
congruent,0.5113838351592687
neutral,0.6222451138416669
congruent,0.6302277090309888
incongruent,0.9753469324935079
incongruent,0.9673896130864402
congruent,0.41786918769681375
incongruent,0.6733123822483785
incongruent,0.5765258014185245
neutral,0.6963347875299271
congruent,0.6411274168658867
congruent,1.004335695768835
congruent,0.8790875168647627
congruent,0.8063508467120449
congruent,0.6050780373499675
congruent,1.0521205618683238
incongruent,1.2585741990812433
neutral,0.8830423264821735
neutral,0.8571380153723012
neutral,0.40435046022063603
congruent,0.6652321344545536
congruent,0.6646373995926107
incongruent,0.3687690188934578
incongruent,0.7591890001475985
incongruent,0.5659892159002562
incongruent,0.7785719218265399
incongruent,0.42550383422241383
incongruent,0.65397204496279
incongruent,0.5095482108126419
incongruent,0.84288617677291
congruent,0.6813784089571367
incongruent,0.8953145058585582
neutral,0.776113919864118
incongruent,0.8165526184307995
neutral,0.7380931176822462
incongruent,0.30315655866491165
incongruent,0.6686588057366432
neutral,0.761276288859622
congruent,1.0116412181600678
congruent,0.47772023161680277
neutral,0.7283941909905376
neutral,0.5875750251946313
incongruent,0.6955376105231218
neutral,0.6428553229374608
neutral,0.6290689873865535
incongruent,0.6427194043580994
neutral,0.7004790706165834
neutral,0.970570496076243
incongruent,0.5167667788032462
incongruent,0.6828372448458528
neutral,0.8213509948448097
incongruent,0.7266189978396548
neutral,0.34634818997246447
congruent,0.7963520055477331
congruent,0.07201232181156791
neutral,0.5220014727605026
congruent,0.8963310387618323
neutral,0.40485319102832107
neutral,0.5613097734686688
incongruent,1.0325896147744344
incongruent,0.8899504876660196
incongruent,0.7610854243005856
congruent,0.8642662038715215
congruent,0.45692687931316006
incongruent,0.87594884675792
congruent,0.8146452009877863
incongruent,0.7042383039588858
neutral,0.37413385315591063
incongruent,1.0941037636107882
congruent,1.0474824826377334
neutral,0.6593284339750823
congruent,0.7678839336480323
congruent,0.147758142696366
incongruent,0.939716933511748
neutral,0.5360063864101828
incongruent,1.2789083948748674
congruent,-0.22458524865056884
incongruent,0.6310660069404566
congruent,0.4971199652786772
neutral,0.5372318318588473
congruent,0.35052207408830643
congruent,0.5090852038473773
congruent,0.4547842682844223
congruent,0.5177050219007185
incongruent,0.44400573337754584
incongruent,0.6886663461999949
congruent,1.0225335567434937
incongruent,0.6713347132000878
incongruent,0.6967965242067513
neutral,0.6414580979118
neutral,0.509337053017793
incongruent,0.8542949475660975
congruent,1.1645486201052169
congruent,0.29663371966402646
neutral,0.9185974466381548
incongruent,0.7621996175284376
incongruent,0.6643035463860557
incongruent,0.8913536430029828
neutral,0.9542050586662925
neutral,0.8978295674535396
incongruent,0.5420406193054453
congruent,1.048896844390078
incongruent,0.7493387763005341
neutral,0.5881998373748706
incongruent,0.7565138521316284
neutral,0.9586403953026451
neutral,0.8115680070602166
neutral,0.5025168546032355
incongruent,0.6558418549144249
congruent,0.5902073346777911
congruent,0.28658120177386814
neutral,0.5381638684138672
incongruent,0.7453342586132672
congruent,0.6735262601541752
incongruent,0.409827938923615
incongruent,0.5715577526813689
neutral,0.8348922963468096
neutral,0.5306427183052177
neutral,0.562892488310335
incongruent,0.50418404558416
incongruent,0.7722758719507884
neutral,0.8315110960131917
incongruent,1.0065055814637036
incongruent,0.5348681907170822
neutral,0.834278528906713
incongruent,0.8643043944921317
congruent,0.5712147770112557
congruent,0.38289355123545393
congruent,0.5263882583034849
neutral,0.8395830012222109
congruent,1.00279483962746
incongruent,0.7552239026943688
congruent,0.3910436859358239
congruent,0.7670082944032393
neutral,0.7781240518029918
incongruent,0.7749245191516216
congruent,0.5378099863702201
incongruent,0.6180448277370475
congruent,0.9654878163127336
incongruent,0.6916575534503374
congruent,0.7561661165997033
neutral,0.8053828663125737
congruent,0.32137886092683254
congruent,0.5564267965799804
neutral,0.9771960439837137
incongruent,1.240872487666431
incongruent,0.5268184745286397
incongruent,0.6032910001828099
neutral,0.37292810937333776
congruent,0.9655857569120176
congruent,0.2028113767558592
incongruent,0.44916671699328525
incongruent,0.6309666225456685
neutral,0.7252532936740625
neutral,0.8499385648198248
congruent,0.6570909344135613
congruent,0.6522236199032334
congruent,0.3579759060672713
neutral,0.3399826290320772
congruent,0.658078470835196
neutral,0.9419799497608683
congruent,0.7422042021106661
incongruent,0.784311246249922
neutral,0.3314429890669744
incongruent,1.0824615206666917
incongruent,0.7445972261996339
congruent,0.5306565642918293
neutral,0.6855194124807064
neutral,0.9234586310526889
incongruent,0.5645094860648182
incongruent,1.1712944945638082
congruent,0.7455814097878553
neutral,0.594579879842114
incongruent,0.6664230247441608
congruent,1.0851083504139967
neutral,0.7966947719929472
incongruent,0.9653641407774476
neutral,0.6094036735426016
congruent,0.6298493360942402
congruent,0.7191323389958933
neutral,0.7505999809634317
neutral,0.6939398306571797
neutral,0.9314246065085816
neutral,0.633921005586878
neutral,0.3927785360083299
congruent,0.8797914221265739
incongruent,1.3925203028372555
neutral,0.9153565011218655
incongruent,0.7329026921802173
congruent,0.6143981785025202
neutral,0.5886220560320996
neutral,0.7972552681198526
incongruent,0.7741667479142739
neutral,0.7274974987588912
neutral,0.5079297250598485
incongruent,0.7969335415104112
incongruent,0.7377197617452087
congruent,0.40236345812075225
incongruent,1.0840053868048898
incongruent,0.9529831639446477
congruent,0.19000413138256161
incongruent,0.6049121102306971
congruent,0.68412438213196
neutral,0.5295184947143058
neutral,0.20490208955411668
congruent,0.4267449424261935
neutral,0.8565845007602776
incongruent,0.8198466270635106
congruent,0.913660940949468
congruent,1.0825631424116609
congruent,0.4761858326050674
congruent,0.5861958022994549
neutral,1.1766980516444048
congruent,0.6979081053128516
congruent,0.5457553360459291
neutral,0.5387135426499192
congruent,0.8041301134888825
neutral,0.48604688991094114
neutral,0.6385978320073692
incongruent,1.0452154673466336
incongruent,0.6671595952106645
congruent,0.8076949810043347
incongruent,0.7882107007675312
neutral,1.0513622417159232
congruent,0.3594060757105918
neutral,0.6029380708443194
neutral,0.6531304728649168
congruent,0.64492080923909
incongruent,0.8935834133967523
incongruent,0.44781141399991153
neutral,0.8574442589609677
neutral,0.39151004020020086
congruent,0.6780311381221151
congruent,0.4612591891283928
neutral,0.5522460253632314
incongruent,0.7600451792648966
incongruent,0.7105397018286238
neutral,0.7331948274222773
neutral,0.8852860299181857
congruent,0.270280524397725
neutral,0.5898100349997139
incongruent,0.923319665160574
neutral,0.6305295040378776
congruent,0.9613479112276156
incongruent,0.41749823549621234
incongruent,0.6831385183033435
congruent,0.4713153917271715
incongruent,0.7574226650375004
incongruent,1.0411069871751637
incongruent,1.0939856213756485
neutral,-0.04374804125079558
congruent,0.5913224864846371
neutral,0.6085989843891715
congruent,0.48740437682785265
incongruent,0.834937557997714
neutral,0.31127538176574376
congruent,0.9302277296520142
congruent,0.607898274610378
congruent,0.661445326628466
congruent,1.0896602920279543
incongruent,0.42226207746472555
incongruent,1.1175016060494947
incongruent,0.9319410187139389
congruent,0.4884932151515585
incongruent,0.7390708300115569
congruent,0.7359667143875551
neutral,1.0017058245741746
congruent,0.8667573776508268
congruent,0.47272185587106874
incongruent,0.9798756340124526
neutral,0.7560191042168212
incongruent,0.656209977590098
neutral,1.1018002788809516
incongruent,0.6482951579017266
neutral,0.7274759397032154
incongruent,0.6690704976239302
neutral,0.8355258804122143
neutral,0.6084945133763641
neutral,0.6459884039383643
neutral,0.41936746935311187
incongruent,0.4309844410418786
incongruent,0.6161071028844693
incongruent,0.8279034175491841
neutral,0.5874001027134601
incongruent,0.8316864109378646
congruent,0.6770823544248484
congruent,0.5969672559500339
congruent,0.6196798597488765
incongruent,1.1635994038045425
incongruent,0.7245940547548995
congruent,0.5441970604610071
congruent,0.548164791534123
congruent,0.6782178727534681
incongruent,0.7412807112797106
congruent,0.43339378664516126
incongruent,1.290850293367179
congruent,0.6041694774792821
neutral,0.7208029199648844
neutral,0.46009439397674545
congruent,0.7917705244093106
incongruent,1.0006568005121579
neutral,1.003864299096382
neutral,1.003277770453822
incongruent,0.6834772380487809
incongruent,0.772326268232054
neutral,0.6342783489585623
congruent,0.7059785033794439
congruent,0.6425967371167116
congruent,1.0312567329000928
neutral,0.8793112859219435
neutral,0.7707986004956119
incongruent,1.0590686697742882
incongruent,0.7539476788031679
neutral,0.953215922136736
neutral,0.7926293064625731
neutral,0.45390636161125253
congruent,0.6655348549792157
congruent,0.6842055857632525
incongruent,0.9087002398067774
neutral,0.9160321066721844
incongruent,0.5204773199365148
incongruent,0.7910558289921998
incongruent,0.719669056525828
neutral,0.9500562574913353
incongruent,0.8740344085230853
congruent,0.971702493154474
neutral,0.5350675659066539
neutral,0.5716028650861537
neutral,0.5749718043314425
neutral,0.7605925226092237
congruent,0.7682495967775379
neutral,0.614054660527375
congruent,0.587087356829369
congruent,0.5431479735129072
congruent,1.3065975745437037
congruent,0.6941851599247002
incongruent,0.7654619511961678
neutral,0.7641617465217541
incongruent,0.9330819459459074
congruent,0.7421766361950302
incongruent,0.6179607493494327
congruent,0.5830789193115271
congruent,0.5703520076334403
incongruent,0.5603849833892448
neutral,0.926011578942966
congruent,0.500279143421716
neutral,0.7135998696051907
congruent,0.8012530699143081
neutral,0.4993412026579677
incongruent,0.5437196381734689
congruent,0.7327446246400451
incongruent,1.0290372562876222
neutral,0.43452153695010637
neutral,0.7227557668410286
neutral,0.8049259854171747
neutral,0.992101465088122
incongruent,0.9595990466952482
incongruent,0.44261424104743785
congruent,0.5349162824688766
congruent,0.47155196408025496
incongruent,0.6086657246747202
neutral,0.49050685518206383
neutral,0.644450059786446
congruent,0.6573583771506158
congruent,0.6314177026620701
incongruent,1.0739222035059595
incongruent,1.0736210719225099
neutral,1.1677932251157541
incongruent,1.0851122262065656
congruent,0.8529415149342378
congruent,0.8831389709018372
incongruent,0.7018655687579466
incongruent,0.8047834832532463
neutral,0.5924138377940941
congruent,0.7661817379448351
incongruent,0.33535590471308435
neutral,0.5053364195230656
congruent,0.4401229396081525
incongruent,0.5250510436202717
incongruent,1.0191838019473878
incongruent,1.169811477979016
congruent,0.6446004539818927
neutral,1.0603994669430348
neutral,0.7359405965226596
neutral,1.0151221484649813
neutral,0.7292920843584424
incongruent,0.9596887598436381
incongruent,0.9436848568352371
incongruent,0.8650395782756096
neutral,0.7527091623645302
neutral,0.26754063429041935
incongruent,0.29752903248723883
neutral,0.5967525331752415
neutral,0.5654036613068636
incongruent,0.9793295051279343
incongruent,0.5794492796357217
congruent,0.7774305594475965
neutral,0.5248807873981318
congruent,0.8223659201158549
neutral,0.7239719450787605
neutral,0.8977855409272817
neutral,0.9253668766313685
congruent,0.6727420399000614
incongruent,0.597801756326804
neutral,0.5174184346955757
congruent,0.887984069728909
incongruent,0.3531313128093403
neutral,0.6869594989541695
congruent,0.32178197433432265
incongruent,0.7086503054033926
neutral,0.8246262071923323
incongruent,0.7960004555208329
congruent,0.6005515179136737
congruent,0.3514293111073835
congruent,0.5540329463199705
neutral,0.7768590635317439
congruent,0.6264387675837028
incongruent,0.946354115518516
neutral,0.8635978635580316
congruent,0.2746279235084636
neutral,0.8508294558010533
incongruent,0.6464333130184241
congruent,0.46154226389581965
neutral,0.6023881947874148
incongruent,0.9142497496242659
incongruent,0.9497240426226533
neutral,0.3796714485836531
incongruent,0.40147501365161675
incongruent,0.5472889013796502
neutral,0.45572073924927026
neutral,0.6108218882952724
neutral,0.7164976375095918
incongruent,0.55647490390359
neutral,1.1837091470487089
incongruent,1.1010714576414815
neutral,0.5196132795005158
neutral,0.6435567606426754
congruent,0.5943108654270264
neutral,0.7940742765431603
incongruent,0.5715793675423164
incongruent,0.7498410930533319
neutral,0.37994168810000056
neutral,0.8842088578135032
congruent,0.7614556426945788
neutral,0.9001185736063823
congruent,0.5105122470724177
neutral,0.575835054204201
incongruent,0.6999171642415523
incongruent,0.8280884545530018
incongruent,0.5560765034266603
neutral,0.9139889620891355
congruent,0.6604001797748889
congruent,0.9153185653064235
neutral,0.2929694204990591
incongruent,0.5585299996852408
congruent,0.6011707964873736
congruent,0.5038201234991067
incongruent,0.93202232364583
neutral,0.8967108109567066
neutral,0.8214545392591889
incongruent,0.7909078957797164
incongruent,0.38625803364430816
neutral,0.5523948603612018
neutral,0.6659891755023485
incongruent,0.9472414483482258
incongruent,0.9100876949003724
neutral,1.0398305224196682
incongruent,0.8277684791071916
incongruent,1.2124387159294818
neutral,0.9314273379857526
neutral,0.7965809477444694
congruent,0.9661657128239012
congruent,1.0890591431332663
neutral,0.8388949404467204
congruent,0.5912664262952347
incongruent,0.7059337145536663
congruent,0.7606918224048627
incongruent,0.7137893180053138
congruent,0.9960051076365637
neutral,0.9530906835811659
neutral,0.4521255072782913
congruent,0.4788704883755677
incongruent,0.47976214506951226
incongruent,0.8773297693152051
congruent,0.28397062950911245
incongruent,0.7548545034555555
incongruent,0.9936673799777098
congruent,0.56780519671511
congruent,0.9522609478412086
neutral,0.4919149714566835
neutral,0.8142782285899799
incongruent,0.5651314448545844
congruent,1.028744985766075
neutral,0.8068959394373214
congruent,0.8064743949258502
neutral,0.670813054974491
incongruent,0.7290565452428804
neutral,0.9835603720909066
congruent,0.6016819898946353
neutral,0.667775286534278
neutral,0.4578531774022194
neutral,0.6676189091675777
incongruent,0.8127192807746049
incongruent,1.0877100800647599
neutral,0.5960944834146155
neutral,0.8114422643321498
neutral,0.7488784964934762
incongruent,0.6511599426742745
neutral,0.7947532224270324
incongruent,1.0271704114837206
incongruent,0.9113443331422761
neutral,0.9709568467850067
congruent,0.712463339161799
neutral,0.4095161656837923
congruent,0.7386599987133039
congruent,0.5723336884159068
incongruent,0.6940890868314324
congruent,0.6125292825384018
neutral,0.6781972455888932
incongruent,0.8817855940467995
congruent,0.8272805855079235
congruent,1.1133066788868689
neutral,0.6126833596876002
incongruent,0.4746224735989681
incongruent,0.7116663609133677
neutral,0.6863735967691409
neutral,1.0148165124320443
neutral,0.7416952842603277
incongruent,0.7119523991815275
congruent,0.9799080562844307
neutral,0.8717578183374002
congruent,1.0100088226070885
neutral,0.7459611526818706
congruent,0.7990906325667546
incongruent,0.982820375792326
congruent,0.6252880501910522
incongruent,0.9416305121775962
neutral,0.94037926064982
neutral,0.22712058395358634
incongruent,0.8782411354846454
incongruent,0.7473575157789388
congruent,0.7986173645118284
congruent,0.8404385053024921
congruent,0.4666081425904276
congruent,0.7656941378366524
incongruent,1.1936141028346026
incongruent,1.0764438880276201
incongruent,0.8122892164898594
incongruent,0.8738170811162376
congruent,0.753978559694075
incongruent,0.6583476287411517
incongruent,0.6544460663251412
congruent,0.7476897282863877
neutral,1.014424210394231
incongruent,0.7420243330877038
incongruent,0.39231383502922423
